Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_YYYY-MM-DD,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_Contract_Market_Code_Quotes,CFTC_Market_Code_Quotes,CFTC_Commodity_Code_Quotes,CFTC_SubGroup_Code,FutOnly_or_Combined
EURO FX - CHICAGO MERCANTILE EXCHANGE,160705,2016-07-05,099741,CME,00.099,362649.000000,106777.000000,7613.000000,1767.000000,118498.000000,104234.000000,16769.000000,50547.000000,125202.000000,7685.000000,18038.000000,38388.000000,2212.000000,322293.000000,303870.000000,40356.000000,58779.000000,25376.000000,22692.000000,-1257.000000,-248.000000,-1934.000000,2993.000000,-1217.000000,1421.000000,17265.000000,2790.000000,2291.000000,1765.000000,314.000000,26109.000000,22405.000000,-733.000000,2971.000000,100.000000,29.400000,2.100000,0.500000,32.700000,28.700000,4.600000,13.900000,34.500000,2.100000,5.000000,10.600000,0.600000,88.900000,83.800000,11.100000,16.200000,230,19,9,10,36,38,26,32,50,19,21,23,12,131,166,27.300000,27.600000,40.900000,36.400000,26.900000,27.600000,40.000000,36.400000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,160712,2016-07-12,099741,CME,00.099,370372.000000,117858.000000,9535.000000,2075.000000,120769.000000,99024.000000,18211.000000,44389.000000,136261.000000,6917.000000,17742.000000,35449.000000,1457.000000,329418.000000,308929.000000,40954.000000,61443.000000,7723.000000,11081.000000,1922.000000,308.000000,2271.000000,-5210.000000,1442.000000,-6158.000000,11059.000000,-768.000000,-296.000000,-2939.000000,-755.000000,7125.000000,5059.000000,598.000000,2664.000000,100.000000,31.800000,2.600000,0.600000,32.600000,26.700000,4.900000,12.000000,36.800000,1.900000,4.800000,9.600000,0.400000,88.900000,83.400000,11.100000,16.600000,220,18,8,10,36,38,27,28,47,17,22,21,12,126,160,27.900000,29.400000,41.200000,38.300000,27.400000,29.400000,40.200000,38.300000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,160719,2016-07-19,099741,CME,00.099,388905.000000,131597.000000,10055.000000,2224.000000,118973.000000,95861.000000,18391.000000,47774.000000,152822.000000,6622.000000,20951.000000,36193.000000,1742.000000,348274.000000,323910.000000,40631.000000,64995.000000,18533.000000,13739.000000,520.000000,149.000000,-1796.000000,-3163.000000,180.000000,3385.000000,16561.000000,-295.000000,3209.000000,744.000000,285.000000,18856.000000,14981.000000,-323.000000,3552.000000,100.000000,33.800000,2.600000,0.600000,30.600000,24.600000,4.700000,12.300000,39.300000,1.700000,5.400000,9.300000,0.400000,89.600000,83.300000,10.400000,16.700000,235,19,9,9,34,39,28,29,56,16,24,22,12,128,172,27.300000,29.500000,41.300000,38.300000,27.100000,29.500000,40.400000,38.200000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,160726,2016-07-26,099741,CME,00.099,400035.000000,142211.000000,10135.000000,2325.000000,121944.000000,98258.000000,18705.000000,45408.000000,157311.000000,5594.000000,20120.000000,40844.000000,1401.000000,357708.000000,334573.000000,42327.000000,65462.000000,11130.000000,10614.000000,80.000000,101.000000,2971.000000,2397.000000,314.000000,-2366.000000,4489.000000,-1028.000000,-831.000000,4651.000000,-341.000000,9434.000000,10663.000000,1696.000000,467.000000,100.000000,35.500000,2.500000,0.600000,30.500000,24.600000,4.700000,11.400000,39.300000,1.400000,5.000000,10.200000,0.400000,89.400000,83.600000,10.600000,16.400000,239,20,8,9,36,38,29,29,59,14,25,23,11,131,171,28.700000,28.900000,43.000000,38.500000,28.700000,28.900000,42.200000,38.400000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,160802,2016-08-02,099741,CME,00.099,378500.000000,122628.000000,10311.000000,2945.000000,124805.000000,95834.000000,20756.000000,34783.000000,143066.000000,4829.000000,20676.000000,38458.000000,948.000000,332370.000000,317147.000000,46130.000000,61353.000000,-21535.000000,-19583.000000,176.000000,620.000000,2861.000000,-2424.000000,2051.000000,-10625.000000,-14245.000000,-765.000000,556.000000,-2386.000000,-453.000000,-25338.000000,-17426.000000,3803.000000,-4109.000000,100.000000,32.400000,2.700000,0.800000,33.000000,25.300000,5.500000,9.200000,37.800000,1.300000,5.500000,10.200000,0.300000,87.800000,83.800000,12.200000,16.200000,235,19,10,9,40,37,33,32,47,20,25,23,10,140,167,25.100000,28.800000,39.300000,39.000000,24.800000,28.800000,38.300000,39.000000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,160809,2016-08-09,099741,CME,00.099,368693.000000,127026.000000,10982.000000,2982.000000,121696.000000,95146.000000,18926.000000,30468.000000,134266.000000,4743.000000,20017.000000,37698.000000,1236.000000,327094.000000,305979.000000,41599.000000,62714.000000,-9807.000000,4398.000000,671.000000,37.000000,-3109.000000,-688.000000,-1830.000000,-4315.000000,-8800.000000,-86.000000,-659.000000,-760.000000,288.000000,-5276.000000,-11168.000000,-4531.000000,1361.000000,100.000000,34.500000,3.000000,0.800000,33.000000,25.800000,5.100000,8.300000,36.400000,1.300000,5.400000,10.200000,0.300000,88.700000,83.000000,11.300000,17.000000,232,21,8,7,37,36,29,24,57,18,25,22,11,130,167,25.800000,28.700000,40.600000,39.700000,25.500000,28.700000,39.700000,39.600000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,160816,2016-08-16,099741,CME,00.099,366037.000000,112228.000000,11099.000000,3394.000000,126444.000000,97456.000000,17745.000000,33869.000000,132494.000000,5220.000000,19745.000000,35340.000000,1089.000000,319734.000000,303837.000000,46303.000000,62200.000000,-2656.000000,-14798.000000,117.000000,412.000000,4748.000000,2310.000000,-1181.000000,3401.000000,-1772.000000,477.000000,-272.000000,-2358.000000,-147.000000,-7360.000000,-2142.000000,4704.000000,-514.000000,100.000000,30.700000,3.000000,0.900000,34.500000,26.600000,4.800000,9.300000,36.200000,1.400000,5.400000,9.700000,0.300000,87.400000,83.000000,12.600000,17.000000,228,21,8,8,40,36,32,28,47,17,24,22,10,133,162,25.300000,27.500000,38.300000,38.600000,24.900000,27.500000,37.500000,38.500000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,160823,2016-08-23,099741,CME,00.099,364044.000000,101701.000000,23423.000000,4601.000000,130514.000000,97786.000000,16531.000000,37197.000000,120293.000000,4972.000000,19392.000000,32786.000000,1049.000000,315957.000000,301441.000000,48087.000000,62603.000000,-1993.000000,-10527.000000,12324.000000,1207.000000,4070.000000,330.000000,-1214.000000,3328.000000,-12201.000000,-248.000000,-353.000000,-2554.000000,-40.000000,-3777.000000,-2396.000000,1784.000000,403.000000,100.000000,27.900000,6.400000,1.300000,35.900000,26.900000,4.500000,10.200000,33.000000,1.400000,5.300000,9.000000,0.300000,86.800000,82.800000,13.200000,17.200000,219,19,9,7,41,34,30,26,46,17,23,19,11,128,156,25.600000,24.800000,37.700000,36.700000,25.100000,24.800000,37.100000,36.600000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,160830,2016-08-30,099741,CME,00.099,364843.000000,106753.000000,16941.000000,3261.000000,129315.000000,102383.000000,16094.000000,40910.000000,123907.000000,4190.000000,17964.000000,32828.000000,1073.000000,319560.000000,300677.000000,45283.000000,64166.000000,799.000000,5052.000000,-6482.000000,-1340.000000,-1199.000000,4597.000000,-437.000000,3713.000000,3614.000000,-782.000000,-1428.000000,42.000000,24.000000,3603.000000,-764.000000,-2804.000000,1563.000000,100.000000,29.300000,4.600000,0.900000,35.400000,28.100000,4.400000,11.200000,34.000000,1.100000,4.900000,9.000000,0.300000,87.600000,82.400000,12.400000,17.600000,221,20,8,6,41,35,29,28,45,16,24,19,12,131,153,25.600000,25.500000,38.000000,37.400000,25.200000,25.500000,37.400000,37.300000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,160906,2016-09-06,099741,CME,00.099,375985.000000,117268.000000,16233.000000,10387.000000,126432.000000,103118.000000,16444.000000,32909.000000,120521.000000,10704.000000,15560.000000,31587.000000,735.000000,330439.000000,309729.000000,45546.000000,66256.000000,11142.000000,10515.000000,-708.000000,7126.000000,-2883.000000,735.000000,350.000000,-8001.000000,-3386.000000,6514.000000,-2404.000000,-1241.000000,-338.000000,10879.000000,9052.000000,263.000000,2090.000000,100.000000,31.200000,4.300000,2.800000,33.600000,27.400000,4.400000,8.800000,32.100000,2.800000,4.100000,8.400000,0.200000,87.900000,82.400000,12.100000,17.600000,225,21,8,12,41,35,32,29,47,22,21,21,11,137,165,27.100000,24.400000,40.200000,36.000000,24.900000,24.400000,37.500000,35.600000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,160913,2016-09-13,099741,CME,00.099,379624.000000,112651.000000,24635.000000,7540.000000,126684.000000,95907.000000,16555.000000,29045.000000,111600.000000,21716.000000,15627.000000,30117.000000,3890.000000,333708.000000,311960.000000,45916.000000,67664.000000,3639.000000,-4617.000000,8402.000000,-2847.000000,252.000000,-7211.000000,111.000000,-3864.000000,-8921.000000,11012.000000,67.000000,-1470.000000,3155.000000,3269.000000,2231.000000,370.000000,1408.000000,100.000000,29.700000,6.500000,2.000000,33.400000,25.300000,4.400000,7.700000,29.400000,5.700000,4.100000,7.900000,1.000000,87.900000,82.200000,12.100000,17.800000,212,18,9,14,37,37,31,24,46,27,20,17,12,134,162,25.400000,21.300000,38.200000,34.000000,25.300000,21.300000,37.600000,32.900000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,160920,2016-09-20,099741,CME,00.099,324525.000000,87218.000000,7754.000000,947.000000,125439.000000,102623.000000,14360.000000,29136.000000,111313.000000,3896.000000,18346.000000,23531.000000,580.000000,279922.000000,265004.000000,44603.000000,59521.000000,-55099.000000,-25433.000000,-16881.000000,-6593.000000,-1245.000000,6716.000000,-2195.000000,91.000000,-287.000000,-17820.000000,2719.000000,-6586.000000,-3310.000000,-53786.000000,-46956.000000,-1313.000000,-8143.000000,100.000000,26.900000,2.400000,0.300000,38.700000,31.600000,4.400000,9.000000,34.300000,1.200000,5.700000,7.300000,0.200000,86.300000,81.700000,13.700000,18.300000,220,19,8,7,38,38,32,24,48,13,23,20,8,128,152,29.900000,24.100000,42.600000,36.000000,29.700000,24.100000,42.000000,35.400000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,160927,2016-09-27,099741,CME,00.099,328490.000000,75038.000000,9853.000000,4724.000000,135038.000000,101191.000000,13265.000000,27769.000000,107429.000000,7459.000000,19290.000000,26850.000000,845.000000,283428.000000,271616.000000,45062.000000,56874.000000,3965.000000,-12180.000000,2099.000000,3777.000000,9599.000000,-1432.000000,-1095.000000,-1367.000000,-3884.000000,3563.000000,944.000000,3319.000000,265.000000,3506.000000,6612.000000,459.000000,-2647.000000,100.000000,22.800000,3.000000,1.400000,41.100000,30.800000,4.000000,8.500000,32.700000,2.300000,5.900000,8.200000,0.300000,86.300000,82.700000,13.700000,17.300000,222,17,11,9,37,37,29,28,41,18,24,25,10,134,154,32.000000,24.700000,44.600000,36.500000,31.800000,24.700000,44.100000,36.000000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,161004,2016-10-04,099741,CME,00.099,347643.000000,80065.000000,8464.000000,7994.000000,142251.000000,101903.000000,13113.000000,31968.000000,120181.000000,6928.000000,16205.000000,24656.000000,2704.000000,301228.000000,285943.000000,46415.000000,61700.000000,19153.000000,5027.000000,-1389.000000,3270.000000,7213.000000,712.000000,-152.000000,4199.000000,12752.000000,-531.000000,-3085.000000,-2194.000000,1859.000000,17800.000000,14327.000000,1353.000000,4826.000000,100.000000,23.000000,2.400000,2.300000,40.900000,29.300000,3.800000,9.200000,34.600000,2.000000,4.700000,7.100000,0.800000,86.600000,82.300000,13.400000,17.700000,222,19,9,7,40,36,30,27,44,14,25,20,12,137,148,30.800000,26.600000,42.800000,37.900000,30.600000,26.600000,42.200000,37.500000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,161011,2016-10-11,099741,CME,00.099,378774.000000,102809.000000,12013.000000,10315.000000,145892.000000,104200.000000,11719.000000,33435.000000,142631.000000,7361.000000,18798.000000,24814.000000,2751.000000,333080.000000,315804.000000,45694.000000,62970.000000,31131.000000,22744.000000,3549.000000,2321.000000,3641.000000,2297.000000,-1394.000000,1467.000000,22450.000000,433.000000,2593.000000,158.000000,47.000000,31852.000000,29861.000000,-721.000000,1270.000000,100.000000,27.100000,3.200000,2.700000,38.500000,27.500000,3.100000,8.800000,37.700000,1.900000,5.000000,6.600000,0.700000,87.900000,83.400000,12.100000,16.600000,230,19,11,8,40,35,30,28,47,18,27,20,11,135,162,30.600000,25.400000,44.100000,36.600000,29.200000,25.400000,41.700000,36.100000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,161018,2016-10-18,099741,CME,00.099,413183.000000,128464.000000,11039.000000,10133.000000,151478.000000,108129.000000,12086.000000,36224.000000,175376.000000,7477.000000,18511.000000,23994.000000,3082.000000,367455.000000,351316.000000,45728.000000,61867.000000,34409.000000,25655.000000,-974.000000,-182.000000,5586.000000,3929.000000,367.000000,2789.000000,32745.000000,116.000000,-287.000000,-820.000000,331.000000,34375.000000,35512.000000,34.000000,-1103.000000,100.000000,31.100000,2.700000,2.500000,36.700000,26.200000,2.900000,8.800000,42.400000,1.800000,4.500000,5.800000,0.700000,88.900000,85.000000,11.100000,15.000000,242,21,8,8,45,35,31,26,58,15,27,20,11,139,168,31.800000,27.000000,45.500000,38.300000,29.800000,27.000000,43.200000,38.000000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,161025,2016-10-25,099741,CME,00.099,448471.000000,156875.000000,11802.000000,11590.000000,137043.000000,109097.000000,11424.000000,52746.000000,205053.000000,6903.000000,17878.000000,24363.000000,3534.000000,397993.000000,383766.000000,50478.000000,64705.000000,35288.000000,28411.000000,763.000000,1457.000000,-14435.000000,968.000000,-662.000000,16522.000000,29677.000000,-574.000000,-633.000000,369.000000,452.000000,30538.000000,32450.000000,4750.000000,2838.000000,100.000000,35.000000,2.600000,2.600000,30.600000,24.300000,2.500000,11.800000,45.700000,1.500000,4.000000,5.400000,0.800000,88.700000,85.600000,11.300000,14.400000,247,20,11,9,46,35,33,29,60,17,23,21,11,141,176,34.900000,29.000000,46.800000,39.700000,33.000000,29.000000,44.700000,39.600000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,161101,2016-11-01,099741,CME,00.099,444502.000000,164037.000000,12348.000000,11617.000000,137071.000000,104004.000000,12822.000000,43948.000000,201538.000000,11093.000000,17367.000000,25529.000000,1655.000000,399610.000000,380606.000000,44892.000000,63896.000000,-3969.000000,7162.000000,546.000000,27.000000,28.000000,-5093.000000,1398.000000,-8798.000000,-3515.000000,4190.000000,-511.000000,1166.000000,-1879.000000,1617.000000,-3160.000000,-5586.000000,-809.000000,100.000000,36.900000,2.800000,2.600000,30.800000,23.400000,2.900000,9.900000,45.300000,2.500000,3.900000,5.700000,0.400000,89.900000,85.600000,10.100000,14.400000,252,19,13,10,47,35,33,29,62,16,23,23,9,143,177,37.700000,31.300000,49.000000,41.200000,35.800000,31.200000,46.900000,40.600000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,161108,2016-11-08,099741,CME,00.099,418007.000000,139346.000000,26262.000000,13713.000000,139826.000000,98355.000000,12672.000000,39714.000000,174612.000000,8689.000000,18867.000000,23257.000000,1571.000000,374398.000000,359131.000000,43609.000000,58876.000000,-26495.000000,-24691.000000,13914.000000,2096.000000,2755.000000,-5649.000000,-150.000000,-4234.000000,-26926.000000,-2404.000000,1500.000000,-2272.000000,-84.000000,-25212.000000,-21475.000000,-1283.000000,-5020.000000,100.000000,33.300000,6.300000,3.300000,33.500000,23.500000,3.000000,9.500000,41.800000,2.100000,4.500000,5.600000,0.400000,89.600000,85.900000,10.400000,14.100000,248,19,14,12,45,35,36,29,57,18,25,23,11,148,177,36.700000,29.300000,48.700000,39.800000,34.600000,29.300000,46.400000,39.400000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,161115,2016-11-15,099741,CME,00.099,415752.000000,126540.000000,25809.000000,14409.000000,140126.000000,96267.000000,12604.000000,39876.000000,169235.000000,8099.000000,22689.000000,26130.000000,956.000000,365299.000000,353509.000000,50453.000000,62243.000000,-2255.000000,-12806.000000,-453.000000,696.000000,300.000000,-2088.000000,-68.000000,162.000000,-5377.000000,-590.000000,3822.000000,2873.000000,-615.000000,-9099.000000,-5622.000000,6844.000000,3367.000000,100.000000,30.400000,6.200000,3.500000,33.700000,23.200000,3.000000,9.600000,40.700000,1.900000,5.500000,6.300000,0.200000,87.900000,85.000000,12.100000,15.000000,247,19,13,13,46,33,35,26,64,20,26,19,7,142,180,34.500000,26.700000,46.600000,36.400000,32.400000,26.700000,44.300000,35.700000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,161122,2016-11-22,099741,CME,00.099,434768.000000,132793.000000,18892.000000,15226.000000,138873.000000,97372.000000,14933.000000,45054.000000,180975.000000,7911.000000,25106.000000,31865.000000,1164.000000,381060.000000,368338.000000,53708.000000,66430.000000,19016.000000,6253.000000,-6917.000000,817.000000,-1253.000000,1105.000000,2329.000000,5178.000000,11740.000000,-188.000000,2417.000000,5735.000000,208.000000,15761.000000,14829.000000,3255.000000,4187.000000,100.000000,30.500000,4.300000,3.500000,31.900000,22.400000,3.400000,10.400000,41.600000,1.800000,5.800000,7.300000,0.300000,87.600000,84.700000,12.400000,15.300000,251,19,13,13,46,35,36,24,65,18,26,22,8,143,183,34.600000,27.900000,46.200000,36.500000,32.600000,27.900000,43.900000,35.800000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,161129,2016-11-29,099741,CME,00.099,447190.000000,142169.000000,20780.000000,15139.000000,142027.000000,98728.000000,14605.000000,43426.000000,199792.000000,9398.000000,24459.000000,23227.000000,1286.000000,392509.000000,382955.000000,54681.000000,64235.000000,12422.000000,9376.000000,1888.000000,-87.000000,3154.000000,1356.000000,-328.000000,-1628.000000,18817.000000,1487.000000,-647.000000,-8638.000000,122.000000,11449.000000,14617.000000,973.000000,-2195.000000,100.000000,31.800000,4.600000,3.400000,31.800000,22.100000,3.300000,9.700000,44.700000,2.100000,5.500000,5.200000,0.300000,87.800000,85.600000,12.200000,14.400000,250,19,11,12,46,36,36,25,68,19,24,20,9,143,183,34.000000,30.300000,45.300000,39.500000,32.000000,30.200000,43.100000,38.100000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,161206,2016-12-06,099741,CME,00.099,433237.000000,129170.000000,26747.000000,17538.000000,137597.000000,102590.000000,15315.000000,44906.000000,171370.000000,9018.000000,26402.000000,25308.000000,1420.000000,381366.000000,369306.000000,51871.000000,63931.000000,-13953.000000,-12999.000000,5967.000000,2399.000000,-4430.000000,3862.000000,710.000000,1480.000000,-28422.000000,-380.000000,1943.000000,2081.000000,134.000000,-11143.000000,-13649.000000,-2810.000000,-304.000000,100.000000,29.800000,6.200000,4.000000,31.800000,23.700000,3.500000,10.400000,39.600000,2.100000,6.100000,5.800000,0.300000,88.000000,85.200000,12.000000,14.800000,256,18,12,14,47,35,35,24,67,18,26,25,11,146,188,34.700000,26.600000,46.400000,36.900000,32.500000,26.500000,44.000000,34.900000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,161213,2016-12-13,099741,CME,00.099,447679.000000,105422.000000,26405.000000,53145.000000,139102.000000,93977.000000,13904.000000,37839.000000,155164.000000,7502.000000,30320.000000,25349.000000,6696.000000,393930.000000,382142.000000,53749.000000,65537.000000,14442.000000,-23748.000000,-342.000000,35607.000000,1505.000000,-8613.000000,-1411.000000,-7067.000000,-16206.000000,-1516.000000,3918.000000,41.000000,5276.000000,12564.000000,12836.000000,1878.000000,1606.000000,100.000000,23.500000,5.900000,11.900000,31.100000,21.000000,3.100000,8.500000,34.700000,1.700000,6.800000,5.700000,1.500000,88.000000,85.400000,12.000000,14.600000,241,18,11,15,44,34,31,20,63,20,27,23,11,139,179,34.200000,24.000000,46.600000,36.100000,26.600000,21.600000,37.700000,28.700000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,161220,2016-12-20,099741,CME,00.099,399589.000000,114471.000000,47935.000000,859.000000,140309.000000,96342.000000,13904.000000,37089.000000,142018.000000,7430.000000,30626.000000,25346.000000,2971.000000,347659.000000,336805.000000,51930.000000,62784.000000,-48090.000000,9049.000000,21530.000000,-52286.000000,1207.000000,2365.000000,0.000000,-750.000000,-13146.000000,-72.000000,306.000000,-3.000000,-3725.000000,-46271.000000,-45337.000000,-1819.000000,-2753.000000,100.000000,28.600000,12.000000,0.200000,35.100000,24.100000,3.500000,9.300000,35.500000,1.900000,7.700000,6.300000,0.700000,87.000000,84.300000,13.000000,15.700000,236,18,9,8,43,35,32,22,62,16,24,22,9,132,169,38.000000,25.000000,49.800000,36.900000,37.800000,24.900000,49.100000,36.900000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,161227,2016-12-27,099741,CME,00.099,405681.000000,119877.000000,47960.000000,903.000000,138677.000000,99968.000000,13726.000000,40745.000000,145933.000000,6674.000000,30014.000000,25904.000000,2905.000000,353521.000000,343973.000000,52160.000000,61708.000000,6092.000000,5406.000000,25.000000,44.000000,-1632.000000,3626.000000,-178.000000,3656.000000,3915.000000,-756.000000,-612.000000,558.000000,-66.000000,5862.000000,7168.000000,230.000000,-1076.000000,100.000000,29.500000,11.800000,0.200000,34.200000,24.600000,3.400000,10.000000,36.000000,1.600000,7.400000,6.400000,0.700000,87.100000,84.800000,12.900000,15.200000,242,17,11,8,42,35,31,23,67,17,23,23,10,131,177,37.200000,24.700000,48.900000,37.500000,37.000000,24.700000,48.100000,37.500000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,170103,2017-01-03,099741,CME,00.099,416239,124828,52870,968,142247,100769,13459,39085,156312,6349,31364,23924,2736,361036,357387,55203,58852,10558,4951,4910,65,3570,801,-267,-1660,10379,-325,1350,-1980,-169,7515,13414,3043,-2856,100.0,30.0,12.7,0.2,34.2,24.2,3.2,9.4,37.6,1.5,7.5,5.7,0.7,86.7,85.9,13.3,14.1,241,18,11,9,44,34,28,18,69,14,25,20,10,128,174,36.3,26.1,47.5,39.0,36.0,26.1,46.9,39.0,(CONTRACTS OF EUR 125000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,170110,2017-01-10,099741,CME,00.099,415212,118588,57708,1473,146116,95670,12621,40658,156379,5174,36258,24856,950,361838,354831,53374,60381,-1027,-6240,4838,505,3869,-5099,-838,1573,67,-1175,4894,932,-1786,802,-2556,-1829,1529,100.0,28.6,13.9,0.4,35.2,23.0,3.0,9.8,37.7,1.2,8.7,6.0,0.2,87.1,85.5,12.9,14.5,241,16,11,10,44,33,30,23,64,15,27,22,8,131,173,36.5,28.5,48.4,41.4,36.1,28.4,47.7,41.4,(CONTRACTS OF EUR 125000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,170117,2017-01-17,099741,CME,00.099,415090,108841,68017,911,150057,89517,15273,40110,151134,5335,41464,23727,1055,363046,354969,52044,60121,-122,-9747,10309,-562,3941,-6153,2652,-548,-5245,161,5206,-1129,105,1208,138,-1330,-260,100.0,26.2,16.4,0.2,36.2,21.6,3.7,9.7,36.4,1.3,10.0,5.7,0.3,87.5,85.5,12.5,14.5,248,16,13,7,46,32,32,26,64,16,26,24,9,132,180,38.4,30.0,50.9,41.4,37.9,30.0,50.1,41.2,(CONTRACTS OF EUR 125000),099741,CME ,099 ,F10,FutOnly
